District_Name,Year,Species,Catch
Halladale,1983.0,Wild Salmon,45.0
Halladale,1984.0,Wild Salmon,28.0
Halladale,1985.0,Wild Salmon,179.0
Halladale,1986.0,Wild Salmon,38.0
Halladale,1987.0,Wild Salmon,119.0
Halladale,1988.0,Wild Salmon,143.0
Halladale,1989.0,Wild Salmon,67.0
Halladale,1990.0,Wild Salmon,107.0
Halladale,1991.0,Wild Salmon,101.0
Halladale,1992.0,Wild Salmon,185.0
Halladale,1993.0,Wild Salmon,86.0
Halladale,1994.0,Wild Salmon,21.0
Halladale,1995.0,Wild Salmon,98.0
Halladale,1996.0,Wild Salmon,61.0
Halladale,1997.0,Wild Salmon,88.0
Halladale,1998.0,Wild Salmon,30.0
Halladale,1999.0,Wild Salmon,62.0
Halladale,2e3,Wild Salmon,58.0
Halladale,2001.0,Wild Salmon,47.0
Halladale,2002.0,Wild Salmon,31.0
Halladale,2003.0,Wild Salmon,47.0
Halladale,2004.0,Wild Salmon,87.0
Halladale,2005.0,Wild Salmon,94.0
Halladale,2006.0,Wild Salmon,117.0
Halladale,2007.0,Wild Salmon,51.0
Halladale,2008.0,Wild Salmon,52.0
Halladale,2009.0,Wild Salmon,20.0
Halladale,2010.0,Wild Salmon,84.0
Halladale,2011.0,Wild Salmon,98.0
Halladale,2012.0,Wild Salmon,117.0
Halladale,2013.0,Wild Salmon,27.0
Halladale,2014.0,Wild Salmon,22.0
Helmsdale,1960.0,Wild Salmon,1394.0
Helmsdale,1961.0,Wild Salmon,1138.0
Helmsdale,1962.0,Wild Salmon,1761.0
Helmsdale,1963.0,Wild Salmon,1506.0
Helmsdale,1964.0,Wild Salmon,1075.0
Helmsdale,1965.0,Wild Salmon,1887.0
Helmsdale,1966.0,Wild Salmon,1530.0
Helmsdale,1967.0,Wild Salmon,1985.0
Helmsdale,1968.0,Wild Salmon,1276.0
Helmsdale,1969.0,Wild Salmon,1234.0
Helmsdale,1970.0,Wild Salmon,1062.0
Helmsdale,1971.0,Wild Salmon,793.0
Helmsdale,1972.0,Wild Salmon,1508.0
Helmsdale,1973.0,Wild Salmon,1873.0
Helmsdale,1974.0,Wild Salmon,1729.0
Helmsdale,1975.0,Wild Salmon,2286.0
Helmsdale,1976.0,Wild Salmon,1466.0
Helmsdale,1977.0,Wild Salmon,2034.0
Helmsdale,1978.0,Wild Salmon,2241.0
Helmsdale,1979.0,Wild Salmon,2223.0
Helmsdale,1980.0,Wild Salmon,1545.0
Helmsdale,1981.0,Wild Salmon,1316.0
Helmsdale,1982.0,Wild Salmon,1574.0
Helmsdale,1983.0,Wild Salmon,1403.0
Helmsdale,1984.0,Wild Salmon,1341.0
Helmsdale,1985.0,Wild Salmon,1418.0
Helmsdale,1986.0,Wild Salmon,1423.0
Helmsdale,1987.0,Wild Salmon,997.0
Helmsdale,1988.0,Wild Salmon,1097.0
Helmsdale,1989.0,Wild Salmon,801.0
Helmsdale,1990.0,Wild Salmon,1053.0
Helmsdale,1991.0,Wild Salmon,693.0
Helmsdale,1992.0,Wild Salmon,1538.0
Helmsdale,1993.0,Wild Salmon,990.0
Helmsdale,1994.0,Wild Salmon,787.0
Helmsdale,1995.0,Wild Salmon,1040.0
Helmsdale,1996.0,Wild Salmon,1153.0
Helmsdale,1997.0,Wild Salmon,907.0
Helmsdale,1998.0,Wild Salmon,622.0
Helmsdale,1999.0,Wild Salmon,528.0
Helmsdale,2e3,Wild Salmon,428.0
Helmsdale,2001.0,Wild Salmon,411.0
Helmsdale,2002.0,Wild Salmon,314.0
Helmsdale,2003.0,Wild Salmon,343.0
Helmsdale,2004.0,Wild Salmon,571.0
Helmsdale,2005.0,Wild Salmon,446.0
Helmsdale,2006.0,Wild Salmon,465.0
Helmsdale,2007.0,Wild Salmon,297.0
Helmsdale,2008.0,Wild Salmon,318.0
Helmsdale,2009.0,Wild Salmon,280.0
Helmsdale,2010.0,Wild Salmon,323.0
Helmsdale,2011.0,Wild Salmon,323.0
Helmsdale,2012.0,Wild Salmon,273.0
Helmsdale,2013.0,Wild Salmon,171.0
Helmsdale,2014.0,Wild Salmon,130.0
Hope,1960.0,Wild Salmon,201.0
Hope,1961.0,Wild Salmon,308.0
Hope,1962.0,Wild Salmon,256.0
Hope,1963.0,Wild Salmon,223.0
Hope,1964.0,Wild Salmon,379.0
Hope,1965.0,Wild Salmon,276.0
Hope,1966.0,Wild Salmon,309.0
Hope,1967.0,Wild Salmon,391.0
Hope,1968.0,Wild Salmon,152.0
Hope,1969.0,Wild Salmon,299.0
Hope,1970.0,Wild Salmon,314.0
Hope,1971.0,Wild Salmon,193.0
Hope,1972.0,Wild Salmon,226.0
Hope,1973.0,Wild Salmon,158.0
Hope,1974.0,Wild Salmon,134.0
Hope,1975.0,Wild Salmon,95.0
Hope,1976.0,Wild Salmon,107.0
Hope,1977.0,Wild Salmon,74.0
Hope,1978.0,Wild Salmon,260.0
Hope,1979.0,Wild Salmon,168.0
Hope,1980.0,Wild Salmon,128.0
Hope,1981.0,Wild Salmon,220.0
Hope,1982.0,Wild Salmon,138.0
Hope,1983.0,Wild Salmon,183.0
Hope,1984.0,Wild Salmon,49.0
Hope,1985.0,Wild Salmon,81.0
Hope,1986.0,Wild Salmon,64.0
Hope,1987.0,Wild Salmon,67.0
Hope,1988.0,Wild Salmon,65.0
Hope,1989.0,Wild Salmon,109.0
Hope,1990.0,Wild Salmon,97.0
Hope,1991.0,Wild Salmon,55.0
Hope,1992.0,Wild Salmon,55.0
Hope,1993.0,Wild Salmon,48.0
Hope,1994.0,Wild Salmon,39.0
Hope,1995.0,Wild Salmon,18.0
Hope,1996.0,Wild Salmon,15.0
Hope,1997.0,Wild Salmon,18.0
Hope,1998.0,Wild Salmon,31.0
Hope,1999.0,Wild Salmon,13.0
Hope,2e3,Wild Salmon,24.0
Hope,2001.0,Wild Salmon,11.0
Hope,2002.0,Wild Salmon,11.0
Hope,2003.0,Wild Salmon,15.0
Hope,2004.0,Wild Salmon,26.0
Hope,2005.0,Wild Salmon,32.0
Hope,2006.0,Wild Salmon,6.0
Hope,2007.0,Wild Salmon,18.0
Hope,2008.0,Wild Salmon,19.0
Hope,2009.0,Wild Salmon,9.0
Hope,2010.0,Wild Salmon,26.0
Hope,2011.0,Wild Salmon,16.0
Hope,2012.0,Wild Salmon,16.0
Hope,2013.0,Wild Salmon,9.0
Hope,2014.0,Wild Salmon,10.0
Howmore,1960.0,Wild Salmon,3.0
Howmore,1961.0,Wild Salmon,11.0
Howmore,1962.0,Wild Salmon,56.0
Howmore,1963.0,Wild Salmon,29.0
Howmore,1964.0,Wild Salmon,62.0
Howmore,1965.0,Wild Salmon,72.0
Howmore,1966.0,Wild Salmon,22.0
Howmore,1967.0,Wild Salmon,63.0
Howmore,1968.0,Wild Salmon,27.0
Howmore,1969.0,Wild Salmon,63.0
Howmore,1970.0,Wild Salmon,17.0
Howmore,1971.0,Wild Salmon,35.0
Howmore,1972.0,Wild Salmon,64.0
Howmore,1973.0,Wild Salmon,132.0
Howmore,1974.0,Wild Salmon,100.0
Howmore,1975.0,Wild Salmon,17.0
Howmore,1976.0,Wild Salmon,96.0
Howmore,1977.0,Wild Salmon,33.0
Howmore,1978.0,Wild Salmon,0.0
Howmore,1979.0,Wild Salmon,0.0
Howmore,1980.0,Wild Salmon,0.0
Howmore,1981.0,Wild Salmon,2.0
Howmore,1982.0,Wild Salmon,0.0
Howmore,1983.0,Wild Salmon,0.0
Howmore,1984.0,Wild Salmon,0.0
Howmore,1985.0,Wild Salmon,0.0
Howmore,1986.0,Wild Salmon,21.0
Howmore,1987.0,Wild Salmon,0.0
Howmore,1988.0,Wild Salmon,0.0
Howmore,1989.0,Wild Salmon,0.0
Howmore,1990.0,Wild Salmon,0.0
Howmore,1991.0,Wild Salmon,0.0
Howmore,1992.0,Wild Salmon,0.0
Howmore,1993.0,Wild Salmon,0.0
Howmore,1994.0,Wild Salmon,0.0
Howmore,1995.0,Wild Salmon,0.0
Howmore,1996.0,Wild Salmon,0.0
Howmore,1997.0,Wild Salmon,0.0
Howmore,1998.0,Wild Salmon,0.0
Howmore,1999.0,Wild Salmon,0.0
Howmore,2e3,Wild Salmon,0.0
Howmore,2001.0,Wild Salmon,0.0
Howmore,2002.0,Wild Salmon,0.0
Howmore,2003.0,Wild Salmon,0.0
Howmore,2004.0,Wild Salmon,0.0
Howmore,2005.0,Wild Salmon,0.0
Howmore,2006.0,Wild Salmon,0.0
Howmore,2007.0,Wild Salmon,0.0
Howmore,2008.0,Wild Salmon,0.0
Howmore,2009.0,Wild Salmon,8.0
Howmore,2010.0,Wild Salmon,12.0
Howmore,2011.0,Wild Salmon,10.0
Howmore,2012.0,Wild Salmon,12.0
Howmore,2013.0,Wild Salmon,2.0
Howmore,2014.0,Wild Salmon,9.0
Inchard,1960.0,Wild Salmon,34.0
Inchard,1961.0,Wild Salmon,72.0
Inchard,1962.0,Wild Salmon,372.0
Inchard,1963.0,Wild Salmon,183.0
Inchard,1964.0,Wild Salmon,91.0
Inchard,1965.0,Wild Salmon,192.0
Inchard,1966.0,Wild Salmon,73.0
Inchard,1967.0,Wild Salmon,76.0
Inchard,1968.0,Wild Salmon,57.0
Inchard,1969.0,Wild Salmon,39.0
Inchard,1970.0,Wild Salmon,56.0
Inchard,1971.0,Wild Salmon,27.0
Inchard,1972.0,Wild Salmon,14.0
Inchard,1973.0,Wild Salmon,14.0
Inchard,1974.0,Wild Salmon,14.0
Inchard,1975.0,Wild Salmon,21.0
Inchard,1976.0,Wild Salmon,5.0
Inchard,1982.0,Wild Salmon,0.0
Inchard,1986.0,Wild Salmon,18.0
Inchard,1987.0,Wild Salmon,35.0
Inchard,1988.0,Wild Salmon,50.0
Inchard,1989.0,Wild Salmon,16.0
Inchard,1990.0,Wild Salmon,18.0
Inchard,1991.0,Wild Salmon,5.0
Inchard,1992.0,Wild Salmon,9.0
Inchard,1993.0,Wild Salmon,39.0
Inchard,1994.0,Wild Salmon,0.0
Inchard,1995.0,Wild Salmon,11.0
Inchard,1996.0,Wild Salmon,24.0
Inchard,1997.0,Wild Salmon,21.0
Inchard,1998.0,Wild Salmon,3.0
Inchard,1999.0,Wild Salmon,0.0
Inchard,2e3,Wild Salmon,5.0
Inchard,2001.0,Wild Salmon,2.0
Inchard,2002.0,Wild Salmon,4.0
Inchard,2003.0,Wild Salmon,2.0
Inchard,2004.0,Wild Salmon,7.0
Inchard,2005.0,Wild Salmon,6.0
Inchard,2006.0,Wild Salmon,8.0
Inchard,2007.0,Wild Salmon,7.0
Inchard,2008.0,Wild Salmon,6.0
Inchard,2009.0,Wild Salmon,11.0
Inchard,2010.0,Wild Salmon,4.0
Inchard,2011.0,Wild Salmon,11.0
Inchard,2012.0,Wild Salmon,10.0
Inchard,2013.0,Wild Salmon,5.0
Inchard,2014.0,Wild Salmon,2.0
Inner,1960.0,Wild Salmon,7.0
Inner,1961.0,Wild Salmon,2.0
Inner,1962.0,Wild Salmon,3.0
Inner,1963.0,Wild Salmon,19.0
Inner,1964.0,Wild Salmon,20.0
Inner,1965.0,Wild Salmon,30.0
Inner,1966.0,Wild Salmon,5.0
Inner,1967.0,Wild Salmon,18.0
Inner,1968.0,Wild Salmon,6.0
Inner,1969.0,Wild Salmon,10.0
Inner,1970.0,Wild Salmon,31.0
Inner,1971.0,Wild Salmon,5.0
Inner,1972.0,Wild Salmon,10.0
Inner,1973.0,Wild Salmon,4.0
Inner,1974.0,Wild Salmon,32.0
Inner,1975.0,Wild Salmon,18.0
Inner,1976.0,Wild Salmon,6.0
Inner,1977.0,Wild Salmon,2.0
Inner,1978.0,Wild Salmon,8.0
Inner,1979.0,Wild Salmon,4.0
Inner,1980.0,Wild Salmon,0.0
Inner,1981.0,Wild Salmon,5.0
Inner,1982.0,Wild Salmon,0.0
Inner,1983.0,Wild Salmon,3.0
Inner,1984.0,Wild Salmon,1.0
Inner,1985.0,Wild Salmon,4.0
Inner,1986.0,Wild Salmon,4.0
Inner,1987.0,Wild Salmon,11.0
Inner,1988.0,Wild Salmon,35.0
Inner,1989.0,Wild Salmon,9.0
Inner,1990.0,Wild Salmon,19.0
Inner,1991.0,Wild Salmon,20.0
Inner,1992.0,Wild Salmon,14.0
Inner,1993.0,Wild Salmon,4.0
Inner,1994.0,Wild Salmon,11.0
Inner,1995.0,Wild Salmon,9.0
Inner,1996.0,Wild Salmon,5.0
Inner,1997.0,Wild Salmon,3.0
Inner,1998.0,Wild Salmon,2.0
Inner,1999.0,Wild Salmon,3.0
Inner,2e3,Wild Salmon,8.0
Inner,2001.0,Wild Salmon,5.0
Inner,2002.0,Wild Salmon,4.0
Inner,2003.0,Wild Salmon,2.0
Inner,2004.0,Wild Salmon,1.0
Inner,2005.0,Wild Salmon,5.0
Inner,2006.0,Wild Salmon,0.0
Inner,2007.0,Wild Salmon,1.0
Inner,2008.0,Wild Salmon,4.0
Inner,2009.0,Wild Salmon,3.0
Inner,2010.0,Wild Salmon,1.0
Inner,2011.0,Wild Salmon,4.0
Inner,2012.0,Wild Salmon,2.0
Inner,2013.0,Wild Salmon,2.0
Inner,2014.0,Wild Salmon,5.0
Inver,1960.0,Wild Salmon,266.0
Inver,1961.0,Wild Salmon,281.0
Inver,1962.0,Wild Salmon,232.0
Inver,1963.0,Wild Salmon,193.0
Inver,1964.0,Wild Salmon,172.0
Inver,1965.0,Wild Salmon,153.0
Inver,1966.0,Wild Salmon,61.0
Inver,1967.0,Wild Salmon,180.0
Inver,1968.0,Wild Salmon,128.0
Inver,1969.0,Wild Salmon,302.0
Inver,1970.0,Wild Salmon,233.0
Inver,1971.0,Wild Salmon,133.0
Inver,1972.0,Wild Salmon,202.0
Inver,1973.0,Wild Salmon,200.0
Inver,1974.0,Wild Salmon,145.0
Inver,1975.0,Wild Salmon,46.0
Inver,1976.0,Wild Salmon,106.0
Inver,1977.0,Wild Salmon,86.0
Inver,1978.0,Wild Salmon,119.0
Inver,1979.0,Wild Salmon,179.0
Inver,1980.0,Wild Salmon,51.0
Inver,1981.0,Wild Salmon,77.0
Inver,1982.0,Wild Salmon,40.0
Inver,1983.0,Wild Salmon,60.0
Inver,1984.0,Wild Salmon,36.0
Inver,1985.0,Wild Salmon,72.0
Inver,1986.0,Wild Salmon,100.0
Inver,1987.0,Wild Salmon,51.0
Inver,1988.0,Wild Salmon,38.0
Inver,1989.0,Wild Salmon,51.0
Inver,1990.0,Wild Salmon,31.0
Inver,1991.0,Wild Salmon,43.0
Inver,1992.0,Wild Salmon,34.0
Inver,1993.0,Wild Salmon,37.0
Inver,1994.0,Wild Salmon,83.0
Inver,1995.0,Wild Salmon,47.0
Inver,1996.0,Wild Salmon,26.0
Inver,1997.0,Wild Salmon,50.0
Inver,1998.0,Wild Salmon,18.0
Inver,1999.0,Wild Salmon,22.0
Inver,2e3,Wild Salmon,26.0
Inver,2001.0,Wild Salmon,21.0
Inver,2002.0,Wild Salmon,21.0
Inver,2003.0,Wild Salmon,28.0
Inver,2004.0,Wild Salmon,31.0
Inver,2005.0,Wild Salmon,33.0
Inver,2006.0,Wild Salmon,18.0
Inver,2007.0,Wild Salmon,17.0
Inver,2008.0,Wild Salmon,11.0
Inver,2009.0,Wild Salmon,26.0
Inver,2010.0,Wild Salmon,42.0
Inver,2011.0,Wild Salmon,29.0
Inver,2012.0,Wild Salmon,19.0
Inver,2013.0,Wild Salmon,23.0
Inver,2014.0,Wild Salmon,5.0
Iorsa,1962.0,Wild Salmon,44.0
Iorsa,1963.0,Wild Salmon,53.0
Iorsa,1964.0,Wild Salmon,39.0
Iorsa,1965.0,Wild Salmon,4.0
Iorsa,1966.0,Wild Salmon,0.0
Iorsa,1967.0,Wild Salmon,6.0
Iorsa,1968.0,Wild Salmon,3.0
Iorsa,1969.0,Wild Salmon,6.0
Iorsa,1970.0,Wild Salmon,22.0
Iorsa,1971.0,Wild Salmon,12.0
Iorsa,1972.0,Wild Salmon,0.0
Iorsa,1973.0,Wild Salmon,2.0
Iorsa,1974.0,Wild Salmon,0.0
Iorsa,1975.0,Wild Salmon,0.0
Iorsa,1976.0,Wild Salmon,0.0
Iorsa,1977.0,Wild Salmon,0.0
Iorsa,1978.0,Wild Salmon,0.0
Iorsa,1979.0,Wild Salmon,0.0
Iorsa,1980.0,Wild Salmon,0.0
Iorsa,1981.0,Wild Salmon,0.0
Iorsa,1982.0,Wild Salmon,0.0
Iorsa,1983.0,Wild Salmon,1.0
Iorsa,1984.0,Wild Salmon,1.0
Iorsa,1985.0,Wild Salmon,2.0
Iorsa,1986.0,Wild Salmon,26.0
Iorsa,1987.0,Wild Salmon,0.0
Iorsa,1988.0,Wild Salmon,56.0
Iorsa,1989.0,Wild Salmon,73.0
Iorsa,1990.0,Wild Salmon,95.0
Iorsa,1991.0,Wild Salmon,39.0
Iorsa,1992.0,Wild Salmon,99.0
Iorsa,1993.0,Wild Salmon,69.0
Iorsa,1994.0,Wild Salmon,62.0
Iorsa,1995.0,Wild Salmon,35.0
Iorsa,1996.0,Wild Salmon,20.0
Iorsa,1997.0,Wild Salmon,4.0
Iorsa,1998.0,Wild Salmon,23.0
Iorsa,1999.0,Wild Salmon,17.0
Iorsa,2e3,Wild Salmon,14.0
Iorsa,2001.0,Wild Salmon,7.0
Iorsa,2002.0,Wild Salmon,1.0
Iorsa,2003.0,Wild Salmon,3.0
Iorsa,2004.0,Wild Salmon,5.0
Iorsa,2005.0,Wild Salmon,11.0
Iorsa,2006.0,Wild Salmon,4.0
Iorsa,2007.0,Wild Salmon,6.0
Iorsa,2008.0,Wild Salmon,7.0
Iorsa,2009.0,Wild Salmon,3.0
Iorsa,2010.0,Wild Salmon,6.0
Iorsa,2011.0,Wild Salmon,5.0
Iorsa,2012.0,Wild Salmon,8.0
Iorsa,2013.0,Wild Salmon,5.0
Iorsa,2014.0,Wild Salmon,2.0
Irvine,1960.0,Wild Salmon,2.0
Irvine,1961.0,Wild Salmon,3.0
Irvine,1962.0,Wild Salmon,19.0
Irvine,1963.0,Wild Salmon,10.0
Irvine,1964.0,Wild Salmon,24.0
Irvine,1965.0,Wild Salmon,17.0
Irvine,1966.0,Wild Salmon,13.0
Irvine,1967.0,Wild Salmon,23.0
Irvine,1968.0,Wild Salmon,110.0
Irvine,1969.0,Wild Salmon,29.0
Irvine,1970.0,Wild Salmon,23.0
Irvine,1971.0,Wild Salmon,27.0
Irvine,1972.0,Wild Salmon,14.0
Irvine,1973.0,Wild Salmon,13.0
Irvine,1974.0,Wild Salmon,60.0
Irvine,1975.0,Wild Salmon,71.0
Irvine,1976.0,Wild Salmon,46.0
Irvine,1977.0,Wild Salmon,33.0
Irvine,1978.0,Wild Salmon,99.0
Irvine,1979.0,Wild Salmon,73.0
Irvine,1980.0,Wild Salmon,103.0
Irvine,1981.0,Wild Salmon,94.0
Irvine,1982.0,Wild Salmon,117.0
Irvine,1983.0,Wild Salmon,132.0
Irvine,1984.0,Wild Salmon,110.0
Irvine,1985.0,Wild Salmon,153.0
Irvine,1986.0,Wild Salmon,73.0
Irvine,1987.0,Wild Salmon,80.0
Irvine,1988.0,Wild Salmon,122.0
Irvine,1989.0,Wild Salmon,446.0
Irvine,1990.0,Wild Salmon,152.0
Irvine,1991.0,Wild Salmon,93.0
Irvine,1992.0,Wild Salmon,116.0
Irvine,1993.0,Wild Salmon,98.0
Irvine,1994.0,Wild Salmon,395.0
Irvine,1995.0,Wild Salmon,103.0
Irvine,1996.0,Wild Salmon,166.0
Irvine,1997.0,Wild Salmon,41.0
Irvine,1998.0,Wild Salmon,29.0
Irvine,1999.0,Wild Salmon,33.0
Irvine,2e3,Wild Salmon,60.0
Irvine,2001.0,Wild Salmon,169.0
Irvine,2002.0,Wild Salmon,95.0
Irvine,2003.0,Wild Salmon,38.0
Irvine,2004.0,Wild Salmon,91.0
Irvine,2005.0,Wild Salmon,64.0
Irvine,2006.0,Wild Salmon,41.0
Irvine,2007.0,Wild Salmon,76.0
Irvine,2008.0,Wild Salmon,47.0
Irvine,2009.0,Wild Salmon,63.0
Irvine,2010.0,Wild Salmon,59.0
Irvine,2011.0,Wild Salmon,204.0
Irvine,2012.0,Wild Salmon,52.0
Irvine,2013.0,Wild Salmon,38.0
Irvine,2014.0,Wild Salmon,20.0
Kanaird,1960.0,Wild Salmon,34.0
Kanaird,1961.0,Wild Salmon,32.0
Kanaird,1962.0,Wild Salmon,2.0
Kanaird,1963.0,Wild Salmon,3.0
Kanaird,1964.0,Wild Salmon,21.0
Kanaird,1965.0,Wild Salmon,20.0
Kanaird,1966.0,Wild Salmon,10.0
Kanaird,1967.0,Wild Salmon,0.0
Kanaird,1968.0,Wild Salmon,7.0
Kanaird,1969.0,Wild Salmon,32.0
Kanaird,1970.0,Wild Salmon,68.0
Kanaird,1971.0,Wild Salmon,34.0
Kanaird,1972.0,Wild Salmon,79.0
Kanaird,1973.0,Wild Salmon,43.0
Kanaird,1974.0,Wild Salmon,31.0
Kanaird,1975.0,Wild Salmon,7.0
Kanaird,1976.0,Wild Salmon,0.0
Kanaird,1977.0,Wild Salmon,21.0
Kanaird,1978.0,Wild Salmon,28.0
Kanaird,1979.0,Wild Salmon,0.0
Kanaird,1980.0,Wild Salmon,16.0
Kanaird,1981.0,Wild Salmon,1.0
Kanaird,1982.0,Wild Salmon,39.0
Kanaird,1983.0,Wild Salmon,34.0
Kanaird,1984.0,Wild Salmon,13.0
Kanaird,1985.0,Wild Salmon,28.0
Kanaird,1986.0,Wild Salmon,14.0
Kanaird,1987.0,Wild Salmon,42.0
Kanaird,1988.0,Wild Salmon,19.0
Kanaird,1989.0,Wild Salmon,27.0
Kanaird,1990.0,Wild Salmon,18.0
Kanaird,1991.0,Wild Salmon,22.0
Kanaird,1992.0,Wild Salmon,17.0
Kanaird,1993.0,Wild Salmon,15.0
Kanaird,1994.0,Wild Salmon,8.0
Kanaird,1995.0,Wild Salmon,3.0
Kanaird,1996.0,Wild Salmon,1.0
Kanaird,1997.0,Wild Salmon,0.0
Kanaird,1999.0,Wild Salmon,0.0
Kanaird,2e3,Wild Salmon,0.0
Kanaird,2001.0,Wild Salmon,0.0
Kanaird,2002.0,Wild Salmon,0.0
Kanaird,2003.0,Wild Salmon,3.0
Kanaird,2004.0,Wild Salmon,2.0
Kanaird,2005.0,Wild Salmon,0.0
Kanaird,2006.0,Wild Salmon,3.0
Kanaird,2007.0,Wild Salmon,1.0
Kanaird,2008.0,Wild Salmon,10.0
Kanaird,2009.0,Wild Salmon,5.0
Kanaird,2010.0,Wild Salmon,2.0
Kanaird,2011.0,Wild Salmon,3.0
Kanaird,2012.0,Wild Salmon,3.0
Kanaird,2013.0,Wild Salmon,0.0
Kanaird,2014.0,Wild Salmon,1.0
Kilchoan,1960.0,Wild Salmon,13.0
Kilchoan,1961.0,Wild Salmon,18.0
Kilchoan,1962.0,Wild Salmon,15.0
Kilchoan,1964.0,Wild Salmon,1.0
Kilchoan,1965.0,Wild Salmon,41.0
Kilchoan,1966.0,Wild Salmon,63.0
Kilchoan,1967.0,Wild Salmon,43.0
Kilchoan,1968.0,Wild Salmon,55.0
Kilchoan,1969.0,Wild Salmon,67.0
Kilchoan,1970.0,Wild Salmon,23.0
Kilchoan,1971.0,Wild Salmon,17.0
Kilchoan,1972.0,Wild Salmon,54.0
Kilchoan,1973.0,Wild Salmon,0.0
Kilchoan,1975.0,Wild Salmon,24.0
Kilchoan,1976.0,Wild Salmon,5.0
Kilchoan,1977.0,Wild Salmon,5.0
Kilchoan,1978.0,Wild Salmon,4.0
Kilchoan,1979.0,Wild Salmon,17.0
Kilchoan,1980.0,Wild Salmon,6.0
Kilchoan,1981.0,Wild Salmon,14.0
Kilchoan,1982.0,Wild Salmon,11.0
Kilchoan,1984.0,Wild Salmon,55.0
Kilchoan,1985.0,Wild Salmon,71.0
Kilchoan,1986.0,Wild Salmon,61.0
Kilchoan,1987.0,Wild Salmon,52.0
Kilchoan,1988.0,Wild Salmon,116.0
Kilchoan,1989.0,Wild Salmon,95.0
Kilchoan,1990.0,Wild Salmon,60.0
Kilchoan,1991.0,Wild Salmon,67.0
Kilchoan,1992.0,Wild Salmon,93.0
Kilchoan,1993.0,Wild Salmon,15.0
Kilchoan,1994.0,Wild Salmon,15.0
Kilchoan,1995.0,Wild Salmon,7.0
Kilchoan,1996.0,Wild Salmon,11.0
Kilchoan,1997.0,Wild Salmon,1.0
Kilchoan,1998.0,Wild Salmon,0.0
Kilchoan,1999.0,Wild Salmon,0.0
Kilchoan,2001.0,Wild Salmon,0.0
Kilchoan,2002.0,Wild Salmon,0.0
Kilchoan,2003.0,Wild Salmon,0.0
Kilchoan,2004.0,Wild Salmon,0.0
Kilchoan,2005.0,Wild Salmon,0.0
Kilchoan,2006.0,Wild Salmon,0.0
Kilchoan,2007.0,Wild Salmon,1.0
Kilchoan,2008.0,Wild Salmon,0.0
Kilchoan,2009.0,Wild Salmon,0.0
Kilchoan,2010.0,Wild Salmon,1.0
Kilchoan,2011.0,Wild Salmon,0.0
Kilchoan,2012.0,Wild Salmon,1.0
Kilchoan,2013.0,Wild Salmon,0.0
Kilchoan,2014.0,Wild Salmon,0.0
Kinloch,1960.0,Wild Salmon,6.0
Kinloch,1961.0,Wild Salmon,8.0
Kinloch,1962.0,Wild Salmon,23.0
Kinloch,1963.0,Wild Salmon,9.0
Kinloch,1964.0,Wild Salmon,14.0
Kinloch,1965.0,Wild Salmon,26.0
Kinloch,1966.0,Wild Salmon,12.0
Kinloch,1967.0,Wild Salmon,6.0
Kinloch,1968.0,Wild Salmon,3.0
Kinloch,1969.0,Wild Salmon,8.0
Kinloch,1970.0,Wild Salmon,17.0
Kinloch,1971.0,Wild Salmon,5.0
Kinloch,1972.0,Wild Salmon,8.0
Kinloch,1973.0,Wild Salmon,9.0
Kinloch,1974.0,Wild Salmon,11.0
Kinloch,1975.0,Wild Salmon,4.0
Kinloch,1976.0,Wild Salmon,4.0
Kinloch,1977.0,Wild Salmon,10.0
Kinloch,1978.0,Wild Salmon,23.0
Kinloch,1979.0,Wild Salmon,21.0
Kinloch,1980.0,Wild Salmon,5.0
Kinloch,1981.0,Wild Salmon,3.0
Kinloch,1982.0,Wild Salmon,6.0
Kinloch,1983.0,Wild Salmon,4.0
Kinloch,1984.0,Wild Salmon,1.0
Kinloch,1985.0,Wild Salmon,11.0
Kinloch,1986.0,Wild Salmon,10.0
Kinloch,1987.0,Wild Salmon,22.0
Kinloch,1988.0,Wild Salmon,19.0
Kinloch,1989.0,Wild Salmon,4.0
Kinloch,1990.0,Wild Salmon,22.0
Kinloch,1991.0,Wild Salmon,27.0
Kinloch,1992.0,Wild Salmon,13.0
Kinloch,1993.0,Wild Salmon,23.0
Kinloch,1994.0,Wild Salmon,5.0
Kinloch,1995.0,Wild Salmon,1.0
Kinloch,1996.0,Wild Salmon,10.0
Kinloch,1997.0,Wild Salmon,12.0
Kinloch,1998.0,Wild Salmon,11.0
Kinloch,1999.0,Wild Salmon,4.0
Kinloch,2e3,Wild Salmon,14.0
Kinloch,2001.0,Wild Salmon,8.0
Kinloch,2002.0,Wild Salmon,3.0
Kinloch,2003.0,Wild Salmon,5.0
Kinloch,2004.0,Wild Salmon,4.0
Kinloch,2005.0,Wild Salmon,5.0
Kinloch,2006.0,Wild Salmon,0.0
Kinloch,2007.0,Wild Salmon,6.0
Kinloch,2008.0,Wild Salmon,0.0
Kinloch,2009.0,Wild Salmon,1.0
Kinloch,2010.0,Wild Salmon,4.0
Kinloch,2011.0,Wild Salmon,2.0
Kinloch,2012.0,Wild Salmon,4.0
Kinloch,2013.0,Wild Salmon,0.0
Kinloch,2014.0,Wild Salmon,8.0
Kirkaig,1960.0,Wild Salmon,29.0
Kirkaig,1961.0,Wild Salmon,46.0
Kirkaig,1962.0,Wild Salmon,85.0
